Surname;First name;Time;Pl;Classifier;Cl.name;City;Short;km;m;Course controls;
Babič;Katja;0:34:09;1;0;OK Komenda;;A;4,1;;21
Gavrilov;Igor;0:34:33;2;0;OK Komenda;;A;4,1;;21
Kölner;Blaž;0:34:48;3;0;OK Komenda;;A;4,1;;21
Osterman;Eneja;0:36:16;4;0;OK Polaris;;A;4,1;;21
Kremžar;Tomaž;0:37:37;5;0;OK Komenda;;A;4,1;;21
Flerin Drevenšek;Mojca;0:39:52;6;0;Kamniški OK;;A;4,1;;21
Petrovič;Dušan;0:43:28;7;0;OK Polaris;;A;4,1;;21
Škarabot;Miha;0:43:51;8;0;OK Polaris;;A;4,1;;21
Churkin;Sergey;0:43:52;9;0;OK Komenda;;A;4,1;;21
Bernik;Jerca;0:46:10;10;0;ŠOK;;A;4,1;;21
Dudič;Marko;0:48:58;11;0;OK SG;;A;4,1;;21
Kenda;Klemen;0:49:14;12;0;OK Azimut;;A;4,1;;21
Ravnikar;Monika;0:49:29;13;0;OK Komenda;;A;4,1;;21
Cankar;Uroš;0:51:16;14;0;ŠOK;;A;4,1;;21
Čufer;David;0:56:24;15;0;PD Ajdovščina;;A;4,1;;21
Bončina;Igor;0:57:49;16;0;OK SK;;A;4,1;;21
Foški;Valter;1:03:10;17;0;OK Polaris;;A;4,1;;21
Kete;Ivo;1:04:10;18;0;PD Ajdovščina;;A;4,1;;21
Babič;Silvo;1:04:15;19;0;OK Komenda;;A;4,1;;21
Čufer;Stanko;1:04:15;20;0;PD Ajdovščina;;A;4,1;;21
Sedej;Vlado;1:12:35;21;0;OK Azimut;;A;4,1;;21
Eržen;Boris;1:21:42;22;0;ŠOK;;A;4,1;;21
Lampe;Ajda;1:28:48;23;0;OK Komenda;;A;4,1;;21
Korelc;Andrej;1:28:52;24;0;OK Komenda;;A;4,1;;21
Arnuš;Matej;1:32:17;25;0;ŠOK;;A;4,1;;21
Andrejc;David;;;3;OK SG;;A;4,1;;21
Sladič;Irena;;;3;ŠOK;;A;4,1;;21
Sladič;Roman;;;3;ŠOK;;A;4,1;;21
Hacin Kölner;Irena;;;3;OK Komenda;;A;4,1;;21
Gavrilov;Igor;0:26:35;1;0;OK Komenda;;B;3,3;;17
Eržen;Nea;0:29:52;2;0;OK Azimut;;B;3,3;;17
Eržen;Valentin;0:31:40;3;0;OK Azimut;;B;3,3;;17
Kenda;Klemen;0:36:14;4;0;OK 46;;B;3,3;;17
Kupnik;Tomaž;0:38:06;5;0;OK 46;;B;3,3;;17
Močnik;Tina;0:43:26;6;0;OK Komenda;;B;3,3;;17
Kölner;Anže;0:45:10;7;0;OK Komenda;;B;3,3;;17
Sedej;Vlado;0:49:08;8;0;OK Azimut;;B;3,3;;17
Stojan;Petra;0:55:00;9;0;OK Komenda;;B;3,3;;17
Churkin;Sergey;1:02:36;10;0;OK Komenda;;B;3,3;;17
Andrejc;David;1:04:35;11;0;OK SG;;B;3,3;;17
Korelc;Andrej;1:11:44;12;0;OK Komenda;;B;3,3;;17
Kremžar;Florijan;1:12:00;13;0;OK Komenda;;B;3,3;;17
Cokan;Jan;;;3;OK Komenda;;B;3,3;;17
Kölner;Brina;;;3;OK Komenda;;B;3,3;;17
Malus;Vita;;;3;OK Komenda;;B;3,3;;17
Seljak;Luka;;;3;OK Komenda;;B;3,3;;17
Seljak;Jaka;;;3;OK Komenda;;B;3,3;;17
Korenjak;Miha;;;3;OK Komenda;;B;3,3;;17
Turk;Nejc;;;3;OK Komenda;;B;3,3;;17
Andrejc;Lenart;0:35:36;1;0;OK SG;;C;2,0;;10
Kremžar;Katarina;0:35:37;2;0;OK Komenda;;C;2,0;;10
Jarc;Val;;;3;OK Komenda;;C;2,0;;10
Jarc;Ajda;;;3;OK Komenda;;C;2,0;;10
Kölner;Anže;;;3;OK Komenda;;C;2,0;;10
Kancler;Andreja;;;3;;;C;2,0;;10
Rajer;Sandi;;;3;;;C;2,0;;10
Tomič;Nataša;;;3;;;C;2,0;;10
Kremžar;Katarina;0:21:45;1;0;OK Komenda;;D;1,6;;6
Jarc;Val;;;3;OK Komenda;;D;1,6;;6